Date,Property ID,Property,Ad Space ID,Ad Space Name,Placement ID,Placement Name,Delivery Method,Display Format,Requests,Filled Requests,Fill Rate,Impressions,Impression Rate,2-second Continuous Video Views,2-second Continuous Video View Rate,10-second Video Views,10-second Video View Rate,Clicks,CTR,Average CPM,Revenue
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1543119192459606""",pre-roll,"=""1543120109126181""",ivi-pre-roll-mobile,standard,instream_video,139345,15957,0.11451433492411,10028,0.62843892962336,10028,1,8573,0.8549062624651,72,0.007179896290387,5.0224786457918,50.36541586
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787758234662366""",Position2,standard,instream_video,118622,17375,0.14647367267455,10613,0.61082014388489,10613,1,9535,0.8984264581174,45,0.004240082917177,5.035127909168,53.4378125
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787761314662058""",Position3,standard,instream_video,65277,11215,0.17180630237296,7470,0.66607222469906,7470,1,6833,0.91472556894244,21,0.00281124497992,5.0409290655957,37.65574012
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1787755141329342""",Position2-4,"=""1787762887995234""",Position4,standard,instream_video,37112,6858,0.18479198103039,4649,0.67789442986293,4649,1,4338,0.93310389331039,13,0.00279630027963,5.0592124241772,23.52027856
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981452975292890""",Position1_CIS,standard,instream_video,86685,19752,0.22785949126146,10903,0.55199473471041,10903,1,8899,0.81619737686875,35,0.00321012565349,1.5070435925892,16.43129629
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981453431959511""",Position2_CIS,standard,instream_video,59019,16085,0.27253935173419,10407,0.64700031084862,10407,1,9168,0.88094551744018,28,0.002690496781013,1.5105771499952,15.7205764
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1981448851959969""",Ivi_PreRoll_CIS,"=""1981453901959464""",Position3_CIS,standard,instream_video,39408,12358,0.31359114900528,8493,0.68724712736689,8493,1,7458,0.87813493465207,30,0.003532320734723,1.5025283139056,12.76097297
2019-09-16,"=""158926854793451""","=""ivi.ru""","=""1543119192459606""",pre-roll,"=""1982980468473474""",Ivi_PreRoll_CIS_mobile,standard,instream_video,43358,8433,0.19449697864293,4566,0.54144432586268,4566,1,3815,0.83552343407797,18,0.003942181340342,1.4133935589137,6.45355499
2019-09-16,"=""208370176393429""","=""lenta.ru""","=""165348097296579""",Lena_pre-roll,"=""165348140629908""",Pre-roll,standard,instream_video,275876,49744,0.18031289419884,31958,0.64244934062399,31958,1,15470,0.48407284560986,152,0.004756242568371,2.3797051059516,76.050615776
2019-09-16,"=""428247697648146""","=""debilizator.tv""","=""174282666620331""",First Desktop Web Ad Space,"=""174282866620311""",Debilizator.tv_31.05.18,standard,instream_video,9207,3284,0.35668513087868,2636,0.8026796589525,2636,1,1606,0.6092564491654,12,0.004552352048558,5.8205607389985,15.342998108
