Dimension.AD_EXCHANGE_DFP_AD_UNIT,Dimension.AD_EXCHANGE_SITE_NAME,Dimension.AD_EXCHANGE_DATE,Dimension.AD_EXCHANGE_INVENTORY_SIZE,Column.AD_EXCHANGE_AD_REQUESTS,Column.AD_EXCHANGE_CLICKS,Column.AD_EXCHANGE_ESTIMATED_REVENUE,Column.AD_EXCHANGE_IMPRESSIONS,Column.AD_EXCHANGE_AD_ECPM,Column.AD_EXCHANGE_CTR
(No inventory unit),fn.aviso.ua,2021-09-07,0x0,2,0,0,0,0,0.0000
(No inventory unit),fn.ua,2021-09-07,0x0,48,0,0,0,0,0.0000
(No inventory unit),ftr.wot-news.com,2021-09-07,0x0,17,0,0,0,0,0.0000
(No inventory unit),gorod.dp.ua,2021-09-07,0x0,5,0,0,0,0,0.0000
(No inventory unit),oren.aif.ru,2021-09-07,0x0,1,0,0,0,0,0.0000
(No inventory unit),perm.aif.ru,2021-09-07,0x0,3,0,0,0,0,0.0000
(No inventory unit),pressorg24.com,2021-09-07,0x0,3,0,0,0,0,0.0000
(No inventory unit),tmn.aif.ru,2021-09-07,0x0,1,0,0,0,0,0.0000
(No inventory unit),www.breadsalt.ru,2021-09-07,0x0,128,0,0,0,0,0.0000
(unknown),chel.aif.ru,2021-09-07,240x400,14,0,0,0,0,0.0000
(unknown),fn.aviso.ua,2021-09-07,720x90,1,0,0,0,0,0.0000
(unknown),fn.aviso.ua,2021-09-07,728x90,1,0,0,0,0,0.0000
(unknown),fn.ua,2021-09-07,525x90,1413,0,0,0,0,0.0000
(unknown),fn.ua,2021-09-07,719x90,1,0,0,0,0,0.0000
(unknown),fn.ua,2021-09-07,720x90,31,0,0,0,0,0.0000
(unknown),fn.ua,2021-09-07,728x90,22,0,0,0,0,0.0000
(unknown),hab.aif.ru,2021-09-07,240x400,2,0,0,0,0,0.0000
(unknown),ipress.ua,2021-09-07,300x250,1,0,0,0,0,0.0000
(unknown),kino-teatr.ua,2021-09-07,300x250,60,0,0,0,0,0.0000
(unknown),kino-teatr.ua,2021-09-07,728x90,145,0,0,0,0,0.0000
(unknown),krsk.aif.ru,2021-09-07,240x400,26,0,0,0,0,0.0000
(unknown),kuzbass.aif.ru,2021-09-07,240x400,19,0,0,0,0,0.0000
(unknown),n1.fn.ua,2021-09-07,728x90,1,0,0,0,0,0.0000
(unknown),omsk.aif.ru,2021-09-07,240x400,4,0,0,0,0,0.0000
(unknown),oren.aif.ru,2021-09-07,240x400,9,0,0,0,0,0.0000
(unknown),perm.aif.ru,2021-09-07,240x400,11,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,124x250,4,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,208x250,1,0,11,1,11200,0.0000
(unknown),pressorg24.com,2021-09-07,249x250,1,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,264x250,1,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,280x250,1,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,288x250,19,0,230,6,38400,0.0000
(unknown),pressorg24.com,2021-09-07,289x250,416,0,4154,84,49457,0.0000
(unknown),pressorg24.com,2021-09-07,294x250,9,0,6,1,6400,0.0000
(unknown),pressorg24.com,2021-09-07,295x250,1,0,0,0,0,0.0000
(unknown),pressorg24.com,2021-09-07,300x250,361,0,14011,57,245811,0.0000
(unknown),pressorg24.com,2021-09-07,320x266,2,0,236,2,118000,0.0000
(unknown),pressorg24.com,2021-09-07,600x280,2,0,0,0,0,0.0000
(unknown),tmn.aif.ru,2021-09-07,240x400,36,0,0,0,0,0.0000
(unknown),udm.aif.ru,2021-09-07,240x400,4,0,0,0,0,0.0000
(unknown),ugra.aif.ru,2021-09-07,240x400,4,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,217x120,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,481x120,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,485x120,3,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,534x100,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,534x280,2,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,648x120,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,703x120,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,790x120,24,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,800x120,5,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,969x120,3,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,970x120,144,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,972x120,1,0,0,0,0,0.0000
(unknown),www.breadsalt.ru,2021-09-07,980x120,449,0,0,0,0,0.0000
(unknown),www.edimdoma.ru,2021-09-07,240x400,15,0,0,0,0,0.0000
(unknown),www.edimdoma.ru,2021-09-07,768x90,27,0,0,0,0,0.0000
(unknown),www.edimdoma.ru,2021-09-07,970x90,11,0,1119,5,223841,0.0000
(unknown),www.pravda.ru,2021-09-07,375x90,85,0,0,0,0,0.0000
(unknown),www.pravda.ru,2021-09-07,412x90,60,0,0,0,0,0.0000
(unknown),www.pravda.ru,2021-09-07,728x90,105,0,0,0,0,0.0000
(unknown),www.vrn.kp.ru,2021-09-07,300x250,1,0,0,0,0,0.0000
112081842,(unknown),2021-09-07,Video/Overlay,14,0,0,0,0,0.0000
112081842,249.howto-news.info,2021-09-07,Video/Overlay,10,0,0,0,0,0.0000
112081842,250.howto-news.info,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,Web caches and other,2021-09-07,300x250,8,0,0,0,0,0.0000
112081842,Web caches and other,2021-09-07,Video/Overlay,8,0,0,0,0,0.0000
112081842,a.ru-kinogo.net,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,ad.admitad.com,2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842,adwmg.com,2021-09-07,Video/Overlay,2,0,107,2,53600,0.0000
112081842,americansreporter.com,2021-09-07,300x250,2,0,6,1,6400,0.0000
112081842,americansreporter.com,2021-09-07,728x90,3,0,13,2,6400,0.0000
112081842,americansreporter.com,2021-09-07,823x120,2,0,17,2,8400,0.0000
112081842,americansreporter.com,2021-09-07,843x120,1,0,6,1,6400,0.0000
112081842,auto.rambler.ru,2021-09-07,Video/Overlay,92,0,1978,12,164801,0.0000
112081842,avtoblog.ua,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,bangla.bdnews24.com,2021-09-07,300x250,5,0,0,0,0,0.0000
112081842,banglatraffic.com,2021-09-07,Video/Overlay,306,0,0,0,0,0.0000
112081842,barristerbabu.su,2021-09-07,336x280,1,0,0,0,0,0.0000
112081842,barristerbabu.su,2021-09-07,373x180,1,0,0,0,0,0.0000
112081842,best-serial.com,2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842,betternet.co,2021-09-07,1160x250,1,0,0,0,0,0.0000
112081842,blogessay.com,2021-09-07,300x250,3,0,0,0,0,0.0000
112081842,caserosremedios.xyz,2021-09-07,1024x250,1,0,0,0,0,0.0000
112081842,caserosremedios.xyz,2021-09-07,320x250,2,0,0,0,0,0.0000
112081842,caserosremedios.xyz,2021-09-07,360x250,2,0,0,0,0,0.0000
112081842,caserosremedios.xyz,2021-09-07,411x250,1,0,0,0,0,0.0000
112081842,chaoszine.net,2021-09-07,980x400,1,0,568,1,568002,0.0000
112081842,doctor.rambler.ru,2021-09-07,Video/Overlay,52,0,606,8,75800,0.0000
112081842,elfrutal.xyz,2021-09-07,300x600,1,0,0,0,0,0.0000
112081842,elfrutal.xyz,2021-09-07,336x280,2,0,0,0,0,0.0000
112081842,elfrutal.xyz,2021-09-07,360x250,1,0,0,0,0,0.0000
112081842,ensaludcondaniela.com,2021-09-07,300x600,1,0,0,0,0,0.0000
112081842,erotika.ivi.ru,2021-09-07,Video/Overlay,38,0,1924,9,213779,0.0000
112081842,filmpotok.ru,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,finance-rambler-ru.cdn.ampproject.org,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,finance.rambler.ru,2021-09-07,Video/Overlay,8742,12,309904,1747,177392,0.0048
112081842,forum.gorod.dp.ua,2021-09-07,300x250,24041,0,0,0,0,0.0000
112081842,gazeta.media.eagleplatform.com,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,gazetaru.zhegal.com.ua,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,go.mail.ru,2021-09-07,Video/Overlay,21,1,647,4,161801,0.1000
112081842,goletfilm.ru,2021-09-07,Video/Overlay,7,0,0,0,0,0.0000
112081842,horoscopes.rambler.ru,2021-09-07,Video/Overlay,2,1,735,1,735203,0.5000
112081842,howto-news.info,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,html5zombo.com,2021-09-07,1160x250,1,0,0,0,0,0.0000
112081842,htn.tech,2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842,hype.tech,2021-09-07,728x90,80,0,0,0,0,0.0000
112081842,jumperbrasil.lance.com.br,2021-09-07,300x250,50366,0,0,0,0,0.0000
112081842,kaaoszine.fi,2021-09-07,980x400,1,0,624,1,624002,0.0000
112081842,kino-teatr.ua,2021-09-07,300x600,15,0,0,0,0,0.0000
112081842,kino.rambler.ru,2021-09-07,Video/Overlay,984,2,59325,215,275930,0.0066
112081842,kinopod.ru,2021-09-07,Video/Overlay,22,0,0,0,0,0.0000
112081842,kinosshow.com,2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842,kinotut.su,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,konkret.az,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,lenta-ru.translate.goog,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842,lenta.ru,2021-09-07,Video/Overlay,18790,22,193422,1084,178434,0.0116
112081842,lentaru.media.eagleplatform.com,2021-09-07,Video/Overlay,1,0,34,1,33600,0.0000
112081842,letidor.ru,2021-09-07,Video/Overlay,134,0,1536,1,1536006,0.0000
112081842,lifelib.info,2021-09-07,1100x90,24,0,0,0,0,0.0000
112081842,losremediosdemiabuelita.com,2021-09-07,336x280,2,0,0,0,0,0.0000
112081842,m-gazeta-ru.cdn.ampproject.org,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,m-lenta-ru.cdn.ampproject.org,2021-09-07,Video/Overlay,10,0,0,0,0,0.0000
112081842,m.gazeta.ru,2021-09-07,Video/Overlay,621,0,51564,65,793295,0.0000
112081842,m.lenta.ru,2021-09-07,Video/Overlay,2129,1,103922,109,953413,0.0030
112081842,makemoneywithurl.com,2021-09-07,300x250,1,0,0,0,0,0.0000
112081842,makemoneywithurl.com,2021-09-07,360x120,1,0,0,0,0,0.0000
112081842,manage.wix.com,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,mashabear.ru,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,melodrama1.com,2021-09-07,Video/Overlay,64,0,0,0,0,0.0000
112081842,melodramo.com,2021-09-07,Video/Overlay,10,0,0,0,0,0.0000
112081842,moslenta.ru,2021-09-07,Video/Overlay,685,0,0,0,0,0.0000
112081842,news-rambler-ru.turbopages.org,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842,news.rambler.ru,2021-09-07,Video/Overlay,10142,17,252846,1523,166018,0.0080
112081842,news.rambler.ua,2021-09-07,Video/Overlay,12,0,0,0,0,0.0000
112081842,news.wblogs.ru,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,one-smi.ru,2021-09-07,Video/Overlay,137,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,1024x250,7,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,1280x250,4,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,1690x250,1,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,320x250,9,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,360x250,20,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,375x250,9,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,411x250,10,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,414x250,4,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,480x250,1,0,0,0,0,0.0000
112081842,para-tablet.com,2021-09-07,736x250,13,0,0,0,0,0.0000
112081842,pararecortar.com,2021-09-07,1200x250,2,0,0,0,0,0.0000
112081842,pararecortar.com,2021-09-07,300x250,30,0,0,0,0,0.0000
112081842,poshukach.com,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,proxy.zalmos.com,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,quto.ru,2021-09-07,Video/Overlay,5,0,3606,1,3606414,0.0000
112081842,rambler.ru,2021-09-07,Video/Overlay,4,0,0,0,0,0.0000
112081842,ramblernews.media.eagleplatform.com,2021-09-07,Video/Overlay,20,2,6552,9,728003,0.2000
112081842,recetasconyamilka.com,2021-09-07,300x600,14,0,7119,9,791025,0.0000
112081842,recetasconyamilka.com,2021-09-07,336x280,14,0,3035,5,607042,0.0000
112081842,rosserial.mobi,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,rserial.com,2021-09-07,Video/Overlay,30,0,0,0,0,0.0000
112081842,ru.baku.ws,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842,rus.delfi.lv,2021-09-07,Video/Overlay,4,0,0,0,0,0.0000
112081842,russerial.online,2021-09-07,Video/Overlay,8,0,0,0,0,0.0000
112081842,russkie-seriali.online,2021-09-07,Video/Overlay,40,0,0,0,0,0.0000
112081842,russkiy-film2.ru,2021-09-07,Video/Overlay,8,0,0,0,0,0.0000
112081842,saunaodissei.ru,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,serial-go.org,2021-09-07,Video/Overlay,45,0,0,0,0,0.0000
112081842,server3.kproxy.com,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,smo333.com,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,sobranna.postimees.ee,2021-09-07,Video/Overlay,4,0,0,0,0,0.0000
112081842,sorrelma.com,2021-09-07,336x280,2,0,838,2,419202,0.0000
112081842,sport.rambler.ru,2021-09-07,Video/Overlay,642,0,33624,98,343103,0.0000
112081842,subject.com.ua,2021-09-07,1100x90,4,0,0,0,0,0.0000
112081842,subject.com.ua,2021-09-07,411x90,12,0,0,0,0,0.0000
112081842,subject.com.ua,2021-09-07,7289x90,11,0,0,0,0,0.0000
112081842,subject.com.ua,2021-09-07,728x90,7,0,0,0,0,0.0000
112081842,techsaa.com,2021-09-07,970x90,25,0,753,24,31367,0.0000
112081842,telegraf.plus,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,thegamersdiary.us,2021-09-07,300x300,130864,0,856963,9187,93280,0.0000
112081842,tmbw.ru,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,touch-here.press,2021-09-07,336x280,2,0,0,0,0,0.0000
112081842,toxiclands.com,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,tpc.googlesyndication.com,2021-09-07,Video/Overlay,1960,0,0,0,0,0.0000
112081842,travel.rambler.ru,2021-09-07,Video/Overlay,3492,9,143803,468,307271,0.0132
112081842,tvseriya.net,2021-09-07,Video/Overlay,30,0,0,0,0,0.0000
112081842,uchitel.pro,2021-09-07,300x250,227,0,0,0,0,0.0000
112081842,udipedia-new.ru,2021-09-07,Video/Overlay,50,0,0,0,0,0.0000
112081842,universidadesmba.com,2021-09-07,300x600,2,0,0,0,0,0.0000
112081842,vipthailandlottery.com,2021-09-07,300x250,3,0,0,0,0,0.0000
112081842,vipthailandlottery.com,2021-09-07,336x280,3,0,0,0,0,0.0000
112081842,vk.com,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842,vp.rambler.ru,2021-09-07,Video/Overlay,5816,12,285113,770,370277,0.0103
112081842,vpk.name,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842,weekend.rambler.ru,2021-09-07,Video/Overlay,2030,0,26653,187,142529,0.0000
112081842,woman.rambler.ru,2021-09-07,Video/Overlay,562,1,28039,107,262042,0.0064
112081842,wot-news.com,2021-09-07,300x250,20,0,757,8,94600,0.0000
112081842,wot-news.com,2021-09-07,728x90,106,0,5957,41,145288,0.0000
112081842,www-gazeta-ru.translate.goog,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,www.americansreporter.com,2021-09-07,823x120,2,0,14,2,6800,0.0000
112081842,www.edimdoma.ru,2021-09-07,240x400,40,0,0,0,0,0.0000
112081842,www.edimdoma.ru,2021-09-07,980x90,74,0,0,0,0,0.0000
112081842,www.filgoal.com,2021-09-07,300x250,320,0,0,0,0,0.0000
112081842,www.gazeta.ru,2021-09-07,Video/Overlay,2584,1,75577,269,280956,0.0025
112081842,www.html5zombo.com,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,www.infodiario.net,2021-09-07,300x250,3,0,0,0,0,0.0000
112081842,www.infodiario.net,2021-09-07,320x100,9,0,0,0,0,0.0000
112081842,www.ivi.ru,2021-09-07,Video/Overlay,182165,859,85016742,113232,750819,0.0053
112081842,www.ivi.tv,2021-09-07,Video/Overlay,9569,52,8717667,6080,1433827,0.0068
112081842,www.milliyet.com.tr,2021-09-07,300x250,11245,1,1087422,4605,236140,0.0002
112081842,www.osnmedia.ru,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,www.pan.bg,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,www.passion.ru,2021-09-07,Video/Overlay,42,0,75,2,37600,0.0000
112081842,www.pravda.ru,2021-09-07,728x90,95,0,0,0,0,0.0000
112081842,www.rambler.ru,2021-09-07,Video/Overlay,162,2,6076,31,196001,0.0571
112081842,www.tert.am,2021-09-07,Video/Overlay,36,0,0,0,0,0.0000
112081842,www.themoscowtimes.com,2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842,www.unian.ua,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,www.wmj.ru,2021-09-07,Video/Overlay,283,0,1019,8,127400,0.0000
112081842,xnewsq.net,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,ya62.ru,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,yandex.by,2021-09-07,Video/Overlay,7,0,0,0,0,0.0000
112081842,yandex.eu,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,yandex.kg,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,yandex.kz,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842,yandex.md,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,yandex.ru,2021-09-07,Video/Overlay,35,0,0,0,0,0.0000
112081842,yandex.ua,2021-09-07,Video/Overlay,2,0,0,0,0,0.0000
112081842,yastatic.net,2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842 » 1188.lv_300x250,www.1188.lv,2021-09-07,300x250,844,0,18316,12,1526339,0.0000
112081842 » 1188.lv_300x250_vb,www.1188.lv,2021-09-07,300x250,783,1,28214,14,2015265,0.0667
112081842 » 1188.lv_300x250_vb_vast,(unknown),2021-09-07,Video/Overlay,5,0,0,0,0,0.0000
112081842 » 1188.lv_300x250_vb_vast,www.1188.lv,2021-09-07,Video/Overlay,435,0,163293,36,4535906,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1024x90,4976,5,2233620,1365,1636352,0.0035
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1280x90,6154,12,2886070,1833,1574506,0.0063
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1366x90,744,0,283675,188,1508908,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1440x90,4496,3,1436152,880,1631991,0.0033
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1536x90,1124,0,301796,212,1423564,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1600x90,7555,10,1408332,976,1442963,0.0101
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,1920x90,476,0,92220,64,1440943,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,320x90,6501,0,589522,383,1539222,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,360x90,45708,10,3500468,2263,1546826,0.0043
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,375x90,42231,1,964336,653,1476779,0.0015
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,411x90,25144,6,1230603,783,1571651,0.0073
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,414x90,14389,0,116248,86,1351717,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,420x90,2923,1,145020,101,1435839,0.0097
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,568x90,416,0,76515,44,1738970,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,640x90,278,0,56215,38,1479353,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,768x90,718,0,175632,109,1611301,0.0000
112081842 » 1188.lv_fluidx90_stick,www.1188.lv,2021-09-07,823x90,1561,4,438475,245,1789695,0.0154
112081842 » 1337x.live_300x250_desk,1337x.live,2021-09-07,300x250,12,1,7281,9,808981,0.0909
112081842 » 1337x.live_320x100_mobile,1337x.live,2021-09-07,320x100,1,0,0,0,0,0.0000
112081842 » 1337x.live_336x280_mob,1337x.live,2021-09-07,336x280,1,0,0,0,0,0.0000
112081842 » 1337x.live_728x90_desk,1337x.live,2021-09-07,728x90,11,0,3793,10,379281,0.0000
112081842 » 1337x.live_970x250_new,1337x.live,2021-09-07,970x250,17,0,10074,14,719603,0.0000
112081842 » 1337x.live_fluidx90,1337x.live,2021-09-07,1440x90,2,0,251,2,125600,0.0000
112081842 » 1337x.live_fluidx90,1337x.live,2021-09-07,360x90,13,0,22938,9,2548721,0.0000
112081842 » 160x600_mail.ru_new,mail.ru,2021-09-07,160x600,875682,92,6485492,209954,30890,0.0004
112081842 » Ad Exchange Display » Gorod.dp.ua,gorod.dp.ua,2021-09-07,240x400,5,0,0,0,0,0.0000
112081842 » Ad Exchange Display » games-two.su_728х90_up,games-two.su,2021-09-07,728x90,40,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,forum.gorod.dp.ua,2021-09-07,580x400,75,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,238x400,15,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,320x400,2,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,360x400,70,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,375x400,22,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,384x400,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,390x400,2,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,393x400,9,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,412x400,28,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,414x400,2,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,418x400,2,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,476x400,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,486x400,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,gorod.dp.ua,2021-09-07,580x400,40,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,www.gorod.dp.ua,2021-09-07,360x400,2,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_580х400,www.gorod.dp.ua,2021-09-07,580x400,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » gorod.dp.ua_970х250,gorod.dp.ua,2021-09-07,412x250,5,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_250x250,ftr-wot--news-com.translate.goog,2021-09-07,0x0,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_250x250,ftr.wot-news.com,2021-09-07,0x0,127,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_250x250,ftr.wot-news.com,2021-09-07,468x60,4,0,3458,4,864603,0.0000
112081842 » Ad Exchange Display » wot-news_250x250,ftr.wot-news.com,2021-09-07,728x90,203,0,56404,120,470035,0.0000
112081842 » Ad Exchange Display » wot-news_250x250,wot-news.com,2021-09-07,250x250,26,0,6044,6,1007337,0.0000
112081842 » Ad Exchange Display » wot-news_300x250,wot-news.com,2021-09-07,160x600,238,0,12044,109,110496,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_down,ftr-wot--news-com.translate.goog,2021-09-07,160x600,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_down,ftr.wot-news.com,2021-09-07,160x600,201,0,44523,117,380542,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_down,wot-news.com,2021-09-07,728x90,23,0,117,3,38933,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_up,ftr-wot--news-com.translate.goog,2021-09-07,0x0,1,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_up,ftr.wot-news.com,2021-09-07,0x0,99,0,0,0,0,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_up,ftr.wot-news.com,2021-09-07,468x60,20,0,501,2,250401,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_up,ftr.wot-news.com,2021-09-07,728x90,84,0,8245,50,164897,0.0000
112081842 » Ad Exchange Display » wot-news_adaptive_up,wot-news.com,2021-09-07,728x90,13,0,794,9,88178,0.0000
112081842 » Ad Exchange Games » Games-two.su,games-two.su,2021-09-07,Video/Overlay,60,0,0,0,0,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-in-banner-video,www.telekomsport.ro,2021-09-07,Video/Overlay,28,0,0,0,0,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-test,ad.mail.ru,2021-09-07,Video/Overlay,573,0,0,0,0,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-test,auto.mail.ru,2021-09-07,Video/Overlay,97,0,11410,48,237718,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-test,deti.mail.ru,2021-09-07,Video/Overlay,113,0,12690,27,469987,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-test,dom.mail.ru,2021-09-07,Video/Overlay,43,0,7926,16,495402,0.0000
112081842 » Ad Exchange Video » SpotX-WMG-test,gorod.dp.ua,2021-09-07,Video/Overlay,20,0,0,0,0,0.0000
