Dimension.AD_EXCHANGE_DFP_AD_UNIT,Dimension.AD_EXCHANGE_SITE_NAME,Dimension.AD_EXCHANGE_DATE,Dimension.AD_EXCHANGE_INVENTORY_SIZE,Column.AD_EXCHANGE_AD_REQUESTS,Column.AD_EXCHANGE_CLICKS,Column.AD_EXCHANGE_ESTIMATED_REVENUE,Column.AD_EXCHANGE_IMPRESSIONS,Column.AD_EXCHANGE_AD_ECPM,Column.AD_EXCHANGE_CTR
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1351x250,2,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1362x250,1,0,1150,1,1149604,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1366x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1367x250,5,0,4461,5,892163,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1368x250,7,0,1283,7,183315,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1369x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1373x250,5,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1374x250,1,0,110,1,110400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1379x250,4,0,289,3,96267,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1386x250,2,0,363,2,181601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1389x250,1,0,1137,1,1136804,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1390x250,6,0,2847,6,474535,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1396x250,1,0,1088,1,1088004,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1398x250,5,0,6696,5,1339205,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1399x250,4,0,5931,4,1482806,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1407x250,1,0,36,1,36000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1415x250,1,0,1380,1,1380005,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1425x250,6,0,70,2,34800,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1427x250,3,0,1593,3,530935,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1439x250,2,0,358,2,178801,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1440x250,12,0,7444,7,1063433,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1445x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1446x250,11,0,465,7,66400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1462x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1463x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1466x250,5,0,431,5,86240,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1478x250,1,0,64,1,64000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1486x250,2,0,511,2,255601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1487x250,1,0,302,1,301601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1495x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1508x250,1,0,528,1,528002,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1516x250,8,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1519x250,158,0,18294,85,215229,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1522x250,5,0,451,5,90240,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1553x250,4,0,60,1,60000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1555x250,2,0,96,2,48000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1557x250,8,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1571x250,1,0,302,1,301601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1573x250,4,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1583x250,19,0,61,4,15200,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1620x250,2,0,203,2,101600,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1634x250,1,0,704,1,704003,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1663x250,11,0,327,2,163601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1673x250,4,0,218,4,54400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1686x250,46,0,2523,41,61542,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1688x250,2,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1690x250,2,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1691x250,13,0,98,10,9840,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1725x250,1,0,182,1,181601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1742x250,1,0,28,1,28000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1785x250,26,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1820x250,5,0,297,5,59360,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1823x250,1,0,18,1,18400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1840x250,3,0,10,1,9600,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1863x250,4,0,113,4,28200,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1865x250,10,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1870x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1882x250,1,0,288,1,288001,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1903x250,434,1,49570,206,240630,0.0049
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1905x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,1920x250,26,0,2765,5,552962,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2003x250,48,0,2108,38,55474,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2014x250,29,0,162,29,5600,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2031x250,2,0,248,1,248001,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2033x250,2,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2075x250,1,0,8,1,8000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2114x250,1,0,1056,1,1056004,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2130x250,3,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2152x250,8,0,3648,8,456002,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2216x250,12,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2267x250,60,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2312x250,5,0,1205,5,240961,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2543x250,34,0,7708,17,453413,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2560x250,2,0,38,1,38400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,2846x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,299x250,76,0,1795,21,85486,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,300x250,3096,0,651554,1591,409525,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,3423x250,2,0,74,2,37200,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,4062x250,4,0,112,4,28000,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,705x250,32,0,2542,7,363087,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,778x250,1,0,27,1,27200,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,785x250,2,0,302,1,301601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,809x250,8,0,427,8,53400,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,834x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,847x250,28,0,5029,18,279379,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,8782x250,24,0,614,21,29257,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,878x250,2,0,1266,2,632802,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,894x250,3,0,2805,3,934937,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,897x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,912x250,6,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,925x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,935x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,938x250,1,0,302,1,301601,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,939x250,1,0,0,0,0,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,941x250,36,0,5715,15,381015,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,943x250,3,0,1641,3,546935,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,945x250,5,0,912,2,456002,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,958x250,1,0,349,1,348801,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,980x250,7,0,369,1,368801,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,982x250,11,0,10538,7,1505491,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,994x250,21,0,2055,21,97867,0.0000
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,995x250,527,4,56753,249,227924,0.0157
112081842 » hulnews.top_fluidx250_sticky_new,hulnews.top,2021-09-07,996x250,3,0,0,0,0,0.0000
112081842 » hulnews.top_player_vast,(unknown),2021-09-07,Video/Overlay,11,0,0,0,0,0.0000
112081842 » hulnews.top_player_vast,hulnews.top,2021-09-07,Video/Overlay,3719,1,195178,666,293061,0.0011
112081842 » hutudole.com_300x250_vb,hutudole.com,2021-09-07,300x250,619,4,70490,174,405114,0.0159
112081842 » hutudole.com_300x600,hutudole.com,2021-09-07,300x600,2234,2,31019,649,47796,0.0030
112081842 » hutudole.com_300x600_passback,hutudole.com,2021-09-07,300x600,14,0,882,4,220401,0.0000
112081842 » hutudole.com_320x50,hutudole.com,2021-09-07,320x50,2262,1,58496,651,89856,0.0015
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,1263x90,2,0,38,1,37600,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,1349x90,1,0,0,0,0,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,1920x90,3,0,0,0,0,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,320x90,49,0,3957,20,197841,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,321x90,1,0,456,1,456002,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,322x90,1,0,833,1,832803,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,336x90,4,0,129,3,42933,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,347x90,1,0,304,1,304001,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,360x90,344,0,38361,136,282066,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,370x90,1,0,0,0,0,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,374x90,3,0,2216,2,1108004,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,375x90,61,0,460,2,230001,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,377x90,2,0,680,2,340001,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,378x90,13,0,1620,7,231429,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,379x90,63,0,103,4,25800,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,384x90,5,0,48,1,48000,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,391x90,1,0,178,1,177601,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,393x90,5,0,151,1,151201,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,397x90,1,0,304,1,304001,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,412x90,27,0,1342,11,122037,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,414x90,10,0,360,6,60000,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,424x90,4,0,247,4,61800,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,643x90,1,0,22,1,22400,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,658x90,1,0,42,1,42400,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,659x90,1,0,0,0,0,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,694x90,1,0,301,1,300801,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,800x90,2,0,0,0,0,0.0000
112081842 » hutudole.com_fluidx90_stick,www.hutudole.com,2021-09-07,968x90,1,0,0,0,0,0.0000
112081842 » hutudole.com_player,(unknown),2021-09-07,Video/Overlay,16,0,0,0,0,0.0000
112081842 » hutudole.com_player,www.hutudole.com,2021-09-07,Video/Overlay,244,1,16303,38,429033,0.0123
112081842 » hype.tech_desktop_index_160x600,hype.tech,2021-09-07,160x600,80,0,0,0,0,0.0000
112081842 » hype.tech_desktop_index_728x90-1,hype.tech,2021-09-07,728x90,81,0,0,0,0,0.0000
112081842 » hype.tech_desktop_index_728x90-2,hype.tech,2021-09-07,728x90,80,0,0,0,0,0.0000
112081842 » hype.tech_desktop_index_728x90-3,hype.tech,2021-09-07,728x90,80,0,0,0,0,0.0000
112081842 » hype.tech_desktop_index_728x90-4,hype.tech,2021-09-07,728x90,80,0,0,0,0,0.0000
112081842 » hype.tech_desktop_index_970x250,hype.tech,2021-09-07,970x250,81,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_beauty_970x250,hype.tech,2021-09-07,970x250,514,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_default_970x250,hype.tech,2021-09-07,970x250,395,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_fashion_970x250,hype.tech,2021-09-07,970x250,380,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_finance_970x250,hype.tech,2021-09-07,970x250,89,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_lifestyle_970x250,hype.tech,2021-09-07,970x250,3824,0,0,0,0,0.0000
112081842 » hype.tech_desktop_post_tech_970x250,hype.tech,2021-09-07,970x250,2791,0,0,0,0,0.0000
112081842 » hype.tech_desktop_topic_728x90-1,hype.tech,2021-09-07,728x90,219,0,0,0,0,0.0000
112081842 » hype.tech_desktop_topic_728x90-2,hype.tech,2021-09-07,728x90,219,0,0,0,0,0.0000
112081842 » hype.tech_desktop_topic_970x250,hype.tech,2021-09-07,970x250,237,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,1092x90,130,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,1093x90,58,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,300x90,493,0,1570,5,313921,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,364x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,365x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,485x90,28,0,4465,17,262636,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,486x90,6,0,1293,3,430935,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,582x90,6,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,583x90,26,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,641x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,655x90,2,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,662x90,6,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,693x90,4,0,1884,4,471002,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,728x90,198021,9,16327548,20793,785243,0.0004
112081842 » ichro.me_fluid,ichro.me,2021-09-07,729x90,3372,0,393246,656,599461,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,730x90,33,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,801x90,3,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,802x90,2,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,809x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,827x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,890x90,1,0,0,0,0,0.0000
112081842 » ichro.me_fluid,ichro.me,2021-09-07,910x90,14,0,1307,2,653602,0.0000
112081842 » ideanatural.xyz_336x280_1,ideanatural.xyz,2021-09-07,336x280,5,0,0,0,0,0.0000
112081842 » ideanatural.xyz_336x280_2,ideanatural.xyz,2021-09-07,336x280,5,0,0,0,0,0.0000
112081842 » ideanatural.xyz_fluidx90_stick,ideanatural.xyz,2021-09-07,1024x90,1,0,0,0,0,0.0000
112081842 » ideanatural.xyz_fluidx90_stick,ideanatural.xyz,2021-09-07,320x90,1,0,0,0,0,0.0000
112081842 » ideanatural.xyz_fluidx90_stick,ideanatural.xyz,2021-09-07,360x90,1,0,0,0,0,0.0000
112081842 » ideanatural.xyz_fluidx90_stick,ideanatural.xyz,2021-09-07,411x90,2,0,0,0,0,0.0000
112081842 » igadgetize.net_300x250,igadgetize.net,2021-09-07,300x250,106,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_300x250,imagenesderopaparaperros.com,2021-09-07,300x250,17,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,1280x180,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,1349x180,3,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,1519x180,2,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,1903x180,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,360x180,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx180_switch,imagenesderopaparaperros.com,2021-09-07,602x180,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,1280x90,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,1349x90,3,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,1519x90,2,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,1903x90,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,360x90,1,0,0,0,0,0.0000
112081842 » imagenesderopaparaperros.com_fluidx90_switch,imagenesderopaparaperros.com,2021-09-07,602x90,1,0,0,0,0,0.0000
112081842 » inc.news.ru_outStream,(unknown),2021-09-07,Video/Overlay,2,0,10,1,10400,0.0000
112081842 » inc.news.ru_outStream,inc-news.ru,2021-09-07,Video/Overlay,1001,0,300405,414,725616,0.0000
112081842 » infodiario.net_300x250_passback_1,www.infodiario.net,2021-09-07,300x250,3,0,0,0,0,0.0000
112081842 » infodiario.net_336x280,www.infodiario.net,2021-09-07,336x280,1,0,0,0,0,0.0000
112081842 » infodiario.net_336x280_1,www.infodiario.net,2021-09-07,336x280,13,0,0,0,0,0.0000
112081842 » infodiario.net_336x280_2,www.infodiario.net,2021-09-07,336x280,13,0,0,0,0,0.0000
112081842 » infosaludables.com_fluidx170,topremedios.xyz,2021-09-07,1440x170,1,0,0,0,0,0.0000
112081842 » infosaludables.com_fluidx170,topremedios.xyz,2021-09-07,360x170,1,0,0,0,0,0.0000
112081842 » infosaludables.com_fluidx170,topremedios.xyz,2021-09-07,420x170,2,0,174,1,173601,0.0000
112081842 » ivi.ru_vast_banner_new,adwmg.com,2021-09-07,300x400,1,0,45,1,44800,0.0000
112081842 » ivi.ru_vast_banner_new,adwmg.com,2021-09-07,350x200,5,0,912,2,456002,0.0000
112081842 » ivi.ru_vast_banner_new,adwmg.com,2021-09-07,400x600,1,0,160,1,160001,0.0000
112081842 » ivi.ru_vast_banner_new,adwmg.com,2021-09-07,500x400,1,0,105,1,104800,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,1366x768,3,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,1920x1080,6,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,304x171,2,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,344x194,1,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,359x214,1,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,536x302,2,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,576x324,3,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,720x360,4,0,546,1,545602,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,893x502,5,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,erotika.ivi.ru,2021-09-07,906x510,1,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1000x562,1,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1000x600,13,0,3137,5,627362,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1002x563,2,0,238,2,119200,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1002x564,3,0,196,1,196001,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1003x480,1,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1005x565,2,0,1058,2,528802,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1005x628,8,0,2784,7,397716,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1007x566,2,0,264,2,132000,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1007x567,2,0,258,1,257601,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1007x602,10,0,10383,10,1038324,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1008x567,6,0,1700,5,340001,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1010x568,2,0,142,1,141601,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1011x569,2,0,756,2,378001,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1013x569,5,0,455,4,113800,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1013x570,49,0,7099,29,244801,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1014x570,3,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1015x571,25,0,5374,18,298534,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1016x571,1,0,40,1,40000,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1016x572,346,0,40608,226,179682,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1017x572,2,0,0,0,0,0.0000
112081842 » ivi.ru_vast_banner_new,www.ivi.ru,2021-09-07,1018x573,23,0,114,1,113600,0.0000
